,Year,Team1,Team2,Team1Win?,Team1Wins,Team1SRS,Team1ORtg,Team1TS%,Team1eFG%,Team1OppORtg,Team1OppTS%,Team1OppeFG%,Team1Pace,Team1TRB%,Team1AST%,Team1TOV%,Team1Steal%,Team1Block%,Team2Wins,Team2SRS,Team2ORtg,Team2TS%,Team2eFG%,Team2OppORtg,Team2OppTS%,Team2OppeFG%,Team2Pace,Team2TRB%,Team2AST%,Team2TOV%,Team2Steal%,Team2Block%
831,2010,1322,1147,1,10,-14.98,98.7,0.516,0.487,105.3,0.541,0.499,75.4,47.6,48.6,18.7,10.3,11.8,8,-17.16,97.3,0.529,0.485,109.8,0.587,0.548,71.9,43.9,56,18.5,10.9,5.8
832,2010,1438,1336,0,15,8.8,102.2,0.516,0.478,99.2,0.513,0.49,63.6,50.4,55,14.5,9.6,6.9,11,6.58,103.5,0.533,0.499,103.1,0.532,0.505,62.5,52.4,57.7,16,7.4,5.3
833,2010,1351,1386,1,17,-3.71,99.5,0.515,0.481,102.4,0.534,0.5,69.1,47.9,50.7,16,9.8,8.1,11,-2.13,96.9,0.509,0.466,105.5,0.534,0.502,70.7,44.5,55.5,16.2,10.2,8.6
834,2010,1162,1357,0,11,-11.75,92.8,0.492,0.453,100.7,0.548,0.511,64.8,50.2,47.3,19,11.5,5.9,14,-11.39,102,0.53,0.514,103.7,0.546,0.505,70.3,52.3,55.3,19,9.8,8.4
835,2010,1312,1371,0,10,-19.59,88.9,0.468,0.434,96.6,0.524,0.476,69.1,47.6,56.5,18.5,10.7,8.7,19,10.43,110.1,0.525,0.495,103.7,0.513,0.474,71.6,49.3,51.9,12.3,10.1,11.9
836,2010,1363,1388,0,14,-2.06,108.6,0.553,0.513,111.1,0.533,0.512,67.7,50.3,52.3,15.9,6.9,6.3,28,13.38,116.7,0.59,0.557,98.7,0.489,0.459,67,53.2,57.5,14.8,7.3,11.4
837,2010,1389,1248,1,16,-2.73,93.1,0.481,0.444,90.3,0.47,0.428,65.6,52.9,47,20.1,11.3,12.2,19,-7.96,106.7,0.572,0.529,105.1,0.545,0.523,67.7,46.6,62.2,17.2,10.8,7.5
838,2010,1250,1392,0,22,-3.33,106.5,0.555,0.514,100.2,0.52,0.487,70,50.9,58.8,16.1,8.7,6.7,22,-3.64,102.9,0.52,0.484,95.6,0.513,0.485,66.9,51.9,47.8,16,10.7,5.8
839,2010,1393,1159,1,30,21.72,114,0.596,0.576,93.5,0.482,0.459,71,53,64.6,18.3,13.5,17.2,10,-11.34,99.2,0.526,0.494,105,0.55,0.512,66.8,51,55.4,18.9,9.2,5.7
840,2010,1408,1106,1,8,-3.2,93.9,0.492,0.449,101,0.539,0.499,65.9,45.8,51.6,17.9,11.6,7.6,16,-14.41,94.7,0.499,0.462,96.8,0.523,0.482,67.8,51.3,60,20,10.8,11.1
841,2010,1108,1455,0,2,-30.36,80.2,0.456,0.418,108.5,0.548,0.523,75.3,44.5,41.3,23.7,9.1,7.4,25,8.06,107,0.55,0.508,95.3,0.523,0.477,64.6,53.8,59.5,17.2,10.4,8.7
842,2010,1110,1224,1,11,-11.47,95.7,0.518,0.482,102.7,0.514,0.478,64.1,52.4,65.6,19.6,5.4,6.6,7,-19.49,88.3,0.459,0.427,106.4,0.54,0.514,65.6,48.1,48.2,18.9,6.6,5.3
843,2010,1105,1120,0,11,-20.19,89.5,0.463,0.416,94.7,0.5,0.469,73.2,46.8,48.1,18.8,12.5,12.7,15,5.49,105.7,0.541,0.515,103.6,0.553,0.518,71,49.6,49.3,16.3,11,7.5
844,2010,1141,1152,1,15,-3.58,100.2,0.516,0.482,99.5,0.541,0.482,64.5,50.8,49.3,18.5,12.7,8.9,9,-21.8,90.7,0.463,0.42,103.3,0.565,0.533,68.9,50.8,45.8,19.1,10,6.8
845,2010,1240,1151,0,11,-8.18,101.8,0.532,0.49,104.5,0.534,0.498,68.1,49.1,62.6,17.4,9.8,12.1,15,-8.56,98.5,0.527,0.507,101.7,0.533,0.507,70.9,50.8,58.7,19.7,8.5,8.3
846,2010,1153,1411,1,19,9.98,102.2,0.502,0.476,98.8,0.509,0.472,66.4,54.3,54.2,16,8.4,8.4,17,-11.12,96.8,0.532,0.505,93.6,0.519,0.477,69.6,50.2,48.9,21.4,14.7,10.6
847,2010,1160,1362,1,15,7.01,107,0.584,0.536,106.3,0.555,0.516,69.2,44.2,57.3,17.1,11.8,6,12,-3.48,101.5,0.539,0.5,104.8,0.546,0.509,68.1,52.7,51,18.3,7.7,5.1
848,2010,1174,1175,0,7,-7.86,95.8,0.482,0.441,109.8,0.552,0.512,64.6,49.4,52.7,16.8,7.6,6.6,17,-9.08,98.4,0.493,0.458,98,0.556,0.535,59,47,49.4,16.2,13.9,7.8
849,2010,1399,1191,0,15,-9.58,106,0.554,0.521,110.4,0.562,0.526,68.2,49.9,50.1,18.3,9,6.3,9,-4.61,96.9,0.523,0.475,103.1,0.546,0.501,66,50.6,63.3,18.8,7.6,5
850,2010,1197,1196,0,9,-18.8,92.6,0.492,0.457,107,0.538,0.504,68.2,46.8,45.7,19.5,8.4,6.7,21,11.89,107.4,0.528,0.494,98.8,0.511,0.484,66.5,52,53.8,15.4,10.6,7.2
851,2010,1288,1259,0,27,-1.18,107.2,0.52,0.475,99.3,0.507,0.465,70,52.4,48,15.6,9.3,9.6,13,-5.23,97.6,0.513,0.472,99.3,0.498,0.444,66.3,50,51,19.2,9.7,11.2
852,2010,1418,1261,0,13,-4.74,101.7,0.53,0.499,100.8,0.528,0.481,67,47.9,47.2,16.9,10.3,12.2,11,0.97,95.6,0.479,0.44,103.4,0.522,0.491,64,50.7,51.3,16.6,9.5,10.7
853,2010,1231,1268,0,10,0.76,97.1,0.508,0.464,104.7,0.535,0.498,67.7,49.7,53.3,19.4,10,9.2,24,17.75,112.2,0.552,0.518,96.2,0.482,0.448,70.2,50.4,56.4,13.9,10.9,11
854,2010,1161,1294,0,16,1.35,98.7,0.527,0.484,99.3,0.535,0.495,66.6,51.8,48.3,19.4,10.8,7.5,25,2.06,108.5,0.566,0.517,98.5,0.537,0.497,67.5,50.6,49.1,16.3,10.7,7
855,2010,1314,1277,1,20,10.14,102.2,0.511,0.48,98.6,0.499,0.471,72.4,53.4,57,17.2,9.3,13.5,28,15.33,108.7,0.547,0.516,96.5,0.503,0.466,65.9,56.3,62.2,17.5,9.9,9.5
856,2010,1301,1321,0,20,8.47,101.1,0.517,0.483,97.9,0.497,0.463,65.7,49.6,56.4,16.9,9.9,10.5,20,8.32,108.8,0.554,0.521,103.6,0.529,0.483,62.8,48.3,71.6,15,10.2,12.2
857,2010,1226,1323,0,7,-10.29,102.8,0.53,0.497,116.1,0.573,0.54,63.3,49.9,46,17.4,8.9,8.2,23,13.14,116.4,0.571,0.537,105.7,0.526,0.493,64,52.6,63.7,13.6,8.6,7.8
858,2010,1201,1334,0,15,0.14,99.1,0.522,0.486,100,0.525,0.494,66.9,48.8,62.1,18.1,11.8,12.5,23,2.9,105.1,0.528,0.501,97.6,0.503,0.466,62,51.9,53,15.3,8.8,7.3
859,2010,1344,1318,1,12,7.04,110.9,0.523,0.493,110.6,0.552,0.52,74,51.5,48.5,13.9,10.8,9.7,20,6.48,103.6,0.537,0.5,96.7,0.498,0.462,61.4,47.7,51,16.3,11.5,9.5
860,2010,1345,1448,1,29,17.52,105.3,0.533,0.491,91.5,0.494,0.448,66.7,48.9,56.9,14.1,10.6,12.2,20,11.45,100.9,0.506,0.47,96.4,0.482,0.438,70.4,53,45.5,17.4,9.9,12.7
861,2010,1364,1365,0,20,-0.13,99.4,0.547,0.51,96.7,0.514,0.478,67.7,48.4,61.4,19.9,9.9,9.5,11,-5.84,94.9,0.501,0.455,103,0.543,0.509,67.3,50,45.4,19.4,10.7,10.5
862,2010,1444,1396,0,18,0.43,104,0.528,0.482,99.8,0.509,0.473,66.6,52.5,53.1,17.2,10.5,7.1,29,12.44,104.2,0.518,0.491,91.1,0.464,0.43,61.9,52.8,60.5,14,7.5,8.1
863,2010,1431,1308,1,26,12.66,106.6,0.556,0.528,91.4,0.49,0.446,69.8,50.5,54.8,16.3,12.4,10.2,22,2.06,108.6,0.564,0.532,107.7,0.539,0.51,72.1,48.6,52.7,15.6,8.3,8
864,2010,1171,1436,0,5,-18.46,84.7,0.446,0.415,102.7,0.535,0.496,63.8,45.8,49.7,18.1,10,6.3,25,-1.26,103.6,0.528,0.482,95.6,0.489,0.45,67.5,51.9,51.2,17.3,10.1,10.2
865,2010,1439,1234,1,25,11.65,104.2,0.515,0.466,93.3,0.487,0.446,68.5,50.9,48.6,14.9,10,11.8,10,2.12,97.3,0.518,0.488,106.1,0.545,0.517,62,50.1,58.4,19.1,6.7,5.7
866,2010,1316,1104,0,13,-9.53,91.4,0.504,0.474,100.8,0.514,0.473,64.3,46.7,58.9,20.9,9.2,8.3,17,10.34,104.2,0.525,0.49,98.6,0.509,0.477,65.7,50.5,54.2,16.4,11.8,10.9
867,2010,1130,1276,1,15,9.58,105.1,0.524,0.491,100.3,0.508,0.478,65.8,53.5,58.3,16.2,7.6,8.6,15,10.04,102.7,0.515,0.481,98.3,0.518,0.495,62.2,47.1,62.3,14,11.1,5.9
868,2010,1133,1296,1,16,3.74,103.1,0.54,0.496,103,0.517,0.474,64.9,48.5,51.3,16.2,9.6,8.2,10,-7.64,96.2,0.488,0.452,102.9,0.537,0.497,69.3,51.5,57.2,18.2,9.4,9.4
869,2010,1139,1123,1,33,14.37,106.8,0.559,0.51,92.4,0.501,0.466,64.1,52.1,54.9,16.3,10.9,6.5,15,-4.85,94.3,0.502,0.453,97.1,0.49,0.455,62.7,51,53.8,19.4,7.9,8.4
870,2010,1150,1187,1,19,3.96,105,0.524,0.474,101.8,0.506,0.471,69.4,51.7,54.1,16,8.4,10.5,10,-5.91,97.3,0.529,0.488,108.6,0.537,0.503,68.8,51.1,51.2,20.9,9.3,8.6
871,2010,1131,1163,0,21,0.57,102.3,0.526,0.484,96.9,0.508,0.468,70.1,49.4,47.8,16.5,10.4,9,18,12.5,102.5,0.524,0.482,97.6,0.475,0.441,68.3,52.6,54.8,18.2,9.5,17.6
872,2010,1137,1165,0,14,-7.94,100.8,0.51,0.467,102.3,0.533,0.493,65.4,49.4,51.6,15,7.4,9.9,29,8.76,117.1,0.604,0.568,98.9,0.525,0.475,64.7,52.4,59.5,16.1,11,10.2
873,2010,1413,1170,0,14,-6.23,99.7,0.544,0.504,101.4,0.554,0.523,69.4,48.6,59.4,19.1,11.1,8,9,-12.41,94.1,0.507,0.465,104,0.548,0.505,68.6,46.9,57.4,17.8,10.5,7.9
874,2010,1275,1173,0,14,0.56,101,0.54,0.5,102.4,0.51,0.472,61,49.1,48.8,18.2,8,10.3,25,13.25,103.3,0.536,0.506,91.6,0.487,0.448,67.3,54,59.8,18.1,9.4,10.1
875,2010,1249,1176,0,14,-11.11,97.9,0.504,0.458,101.8,0.527,0.496,70,53.6,58.1,19,9,8.9,19,-2.76,107.7,0.61,0.579,104.2,0.559,0.507,60.3,44.6,67.5,18.1,9.4,9.2
876,2010,1106,1177,0,16,-14.41,94.7,0.499,0.462,96.8,0.523,0.482,67.8,51.3,60,20,10.8,11.1,8,1.61,95.2,0.468,0.447,104.3,0.523,0.488,63.1,46.2,52,14.3,11.9,8.4
877,2010,1206,1203,0,17,-0.44,100.4,0.518,0.487,101.1,0.512,0.479,66.3,49.2,49.9,17.5,9.8,10.2,16,3.12,101.2,0.511,0.478,98.1,0.519,0.483,69,52.9,50.8,17.2,11.3,10.7
878,2010,1387,1208,0,23,5.46,97.3,0.519,0.496,92.4,0.476,0.439,63.4,48.5,55,17.8,8.7,11.4,14,7.33,103.2,0.541,0.501,104.3,0.523,0.484,66.2,53.3,56,19.3,9.1,11.9
879,2010,1210,1373,1,23,14.11,103.1,0.538,0.511,93,0.477,0.441,70.4,53.2,53.6,19.1,11.3,13.9,27,8.48,106.6,0.527,0.493,92.9,0.497,0.48,70,52.9,52.3,14.7,12.4,8.5
880,2010,1450,1211,0,16,5.31,105.9,0.545,0.501,104,0.544,0.511,66.8,51.5,52.7,17.4,9,12.5,27,12.11,109.6,0.57,0.54,96.1,0.492,0.462,69.4,53.1,50,16.2,9.5,10.5
881,2010,1349,1217,0,8,-5.72,94.5,0.486,0.451,103,0.549,0.51,67.4,50,52.5,17.6,10.9,8.1,21,1.59,107.5,0.586,0.54,96.6,0.516,0.472,67.7,51.7,61.7,19.6,11.4,12.6
882,2010,1135,1221,0,11,-10.68,99.8,0.547,0.507,107.4,0.519,0.497,66.5,46.1,58.7,17.5,5.8,8.8,9,-8.03,102.9,0.531,0.493,106.5,0.53,0.498,66.8,53,53.7,18.1,6.4,7.4
883,2010,1228,1155,1,21,11.58,104.3,0.53,0.501,98.5,0.499,0.464,66.9,51.9,59.6,15.6,8.3,11.4,21,15.71,104.8,0.537,0.511,92.1,0.5,0.464,70.1,51.4,53.2,18,13.4,11.9
884,2010,1241,1313,1,13,-4.96,98.7,0.524,0.492,103.1,0.507,0.474,67.8,49.1,58,18.5,9.1,10.1,11,-11.89,95.7,0.525,0.498,102.1,0.516,0.479,72.6,50.1,44,21.2,11.3,8
885,2010,1242,1108,1,33,24.68,116.8,0.582,0.551,91.9,0.47,0.432,69.4,54.6,59,15.7,12,16,2,-30.36,80.2,0.456,0.418,108.5,0.548,0.523,75.3,44.5,41.3,23.7,9.1,7.4
886,2010,1256,1419,1,24,2.89,105.8,0.534,0.5,101,0.522,0.493,68.6,51.7,45.5,16.2,9.7,8.3,12,-10.75,100,0.532,0.481,105.5,0.56,0.526,68,51.3,43.6,20.3,10.2,8.2
887,2010,1391,1257,0,7,-17.62,89.5,0.477,0.452,107.6,0.566,0.532,67.2,45,52.6,18.8,9.5,6.9,20,14.08,110.6,0.546,0.514,101.7,0.526,0.485,67.9,51.3,58.3,16.5,11.4,10.9
888,2010,1346,1269,0,23,-3.5,106.2,0.526,0.482,96.5,0.506,0.471,68.9,55.9,51.4,16.5,10.2,5.7,12,-1.76,99.7,0.493,0.46,105.6,0.529,0.498,70.3,51.8,47.8,16.3,7.8,9.5
889,2010,1278,1274,0,21,15.64,109,0.56,0.531,96.5,0.498,0.465,65.7,51.2,63.9,15.9,11.7,16.4,20,11.35,108.2,0.558,0.53,96.7,0.504,0.464,66.9,52.3,54.7,17.8,10.4,12.4
890,2010,1117,1279,0,17,-4.01,102.3,0.528,0.496,97.8,0.493,0.454,67.6,52.6,52.9,17.4,7.5,10.3,24,13.46,109.8,0.542,0.517,99,0.503,0.464,70.4,51.1,49.3,14.3,10.4,13.1
891,2010,1283,1114,1,24,7.57,109.6,0.55,0.512,100.2,0.532,0.493,64.5,52.6,56.4,14.8,8.9,8.6,8,-10.06,99.9,0.529,0.484,108,0.544,0.508,67.2,49,54.2,17.3,6.9,7.7
892,2010,1304,1410,1,15,6.6,101.7,0.534,0.502,100.5,0.538,0.5,64.9,49.7,61.3,16.8,10.3,8.9,6,-17.31,88.5,0.483,0.448,104.4,0.559,0.532,68.1,44,54.7,18.4,9.6,3.8
893,2010,1143,1307,0,24,17.29,113.4,0.571,0.533,100.1,0.517,0.483,67.9,52.5,51.8,15.1,8.3,6.3,30,12.49,111.3,0.541,0.506,98.6,0.525,0.495,67.7,53.6,56,13.6,9.7,10.4
894,2010,1309,1408,1,8,-13.5,90.3,0.504,0.46,100.9,0.541,0.504,65.4,49.2,54.1,21.3,9.6,5.8,8,-3.2,93.9,0.492,0.449,101,0.539,0.499,65.9,45.8,51.6,17.9,11.6,7.6
895,2010,1235,1320,0,15,9.6,103.1,0.528,0.499,99.6,0.504,0.472,69.3,51.4,55,17.2,7.4,11.9,30,12.03,106.6,0.541,0.496,92.8,0.498,0.466,59.4,52,49.1,15.4,9.5,6.4
896,2010,1199,1326,0,22,14.64,100.6,0.532,0.505,89,0.473,0.435,67.6,53.7,57,20.5,12.3,17.7,29,19.49,113,0.586,0.561,93.8,0.501,0.471,65.1,51.2,55.4,15,10.8,12.2
897,2010,1116,1328,0,14,5.87,103.6,0.536,0.5,102.5,0.531,0.493,71.3,48.2,53.1,16.4,10,10.1,13,6.24,105.3,0.54,0.501,107.5,0.551,0.521,67.9,49.2,51,15.6,8.5,6.9
898,2010,1338,1182,1,25,14.3,107.5,0.536,0.497,96.6,0.481,0.446,62.6,53.6,66.3,16.2,8.1,10.4,16,0.79,97.7,0.497,0.471,99.1,0.51,0.478,69.6,47.5,53.8,16.8,11.2,11.1
899,2010,1339,1340,0,21,6.35,109.6,0.572,0.538,100.6,0.532,0.504,65.2,52.1,59.1,17.2,9.8,5,13,-3.49,111.6,0.576,0.546,113.4,0.578,0.545,69.1,47.9,47.7,16.6,9,9.8
900,2010,1350,1330,1,26,10.03,104.5,0.541,0.511,94.5,0.486,0.442,65,46.2,50.9,14.6,12.4,11.9,27,11.39,106.2,0.512,0.488,91,0.486,0.455,62.9,55.8,60.1,16.2,12.4,8.6
901,2010,1360,1361,0,11,-2.6,97,0.517,0.478,103,0.55,0.514,63.8,47.8,54,18.2,10.4,8.8,25,11.34,108.8,0.543,0.522,95.7,0.498,0.465,63.9,54.8,52.3,17.1,11.4,13
902,2010,1238,1372,0,19,-13.21,94.3,0.487,0.447,97.2,0.498,0.456,66.7,51.7,52.6,18.4,8.8,10.4,23,-2.42,104.8,0.533,0.497,94.4,0.515,0.477,63.1,53.7,55.1,17.2,10.7,6.3
903,2010,1376,1443,1,15,8.26,101.6,0.499,0.473,100.2,0.528,0.493,70.7,46.6,37.3,14.6,12.3,14.5,21,2.32,106.6,0.546,0.513,99.9,0.525,0.498,65.8,51.8,50.1,16.6,9.6,7.7
904,2010,1214,1378,0,14,-6.75,96.6,0.513,0.472,94.3,0.492,0.46,68,48.9,53.1,19.5,12.8,10.6,20,8.72,103.1,0.521,0.479,100.7,0.502,0.474,65,50.6,50.6,16.3,9.5,8.8
905,2010,1385,1392,1,17,9.23,102.7,0.508,0.473,99.9,0.523,0.481,65.4,51.8,52.9,15.6,10.1,9.7,22,-3.64,102.9,0.52,0.484,95.6,0.513,0.485,66.9,51.9,47.8,16,10.7,5.8
906,2010,1374,1395,0,14,2.39,104.8,0.552,0.516,102,0.532,0.497,63.2,53,46.9,18.6,9,7.6,13,-0.25,101.5,0.548,0.517,106.2,0.555,0.523,66,49,58.1,18.5,7.9,5.4
907,2010,1397,1190,1,28,16.05,105.1,0.535,0.506,93.2,0.498,0.452,69.8,50.8,53.5,16.2,11.2,10.8,20,-0.83,99.5,0.512,0.477,97,0.519,0.486,69.4,50.5,44.7,18,12,9.9
908,2010,1341,1401,0,16,-15.79,93.1,0.477,0.448,90,0.483,0.452,68.5,49.4,57.5,17.4,11.6,12.6,24,15.24,106.2,0.534,0.497,95.9,0.506,0.466,66.7,51.9,51.3,15.5,9.8,9.1
909,2010,1420,1406,0,4,-16.92,94.1,0.494,0.458,110.1,0.544,0.506,66.5,43.2,48.5,15.1,8.9,8.1,10,-8.46,99.6,0.506,0.473,110.8,0.536,0.512,68.2,46.2,52.1,15.9,9.1,11.4
910,2010,1329,1409,0,22,12.34,107.2,0.558,0.524,98.6,0.519,0.481,68.6,51,49.2,16.1,9.4,7,23,8.46,106.5,0.546,0.502,97.3,0.488,0.442,67.1,54.1,51.4,16.8,6.6,13.3
911,2010,1412,1292,1,25,9.46,102.4,0.518,0.471,92.4,0.497,0.451,64.9,53.6,51.1,17,10,7.3,19,-1.99,104,0.543,0.501,97.3,0.541,0.501,66.5,51.5,46.1,17.2,9.1,7.7
912,2010,1414,1218,1,14,-7.49,102.5,0.519,0.476,105.6,0.547,0.506,65.7,48.5,55.9,15,8.6,7.6,10,-4.91,101.7,0.515,0.477,108.8,0.543,0.509,67,52.5,58.7,17.8,6.6,5.3
913,2010,1424,1112,1,25,12.57,107.7,0.552,0.52,93.9,0.509,0.455,67.4,49.5,61.3,14.9,11.5,10.2,16,7.97,102.6,0.548,0.501,102.8,0.525,0.487,68.4,49.9,51.5,17.6,8.6,6.4
914,2010,1140,1429,0,30,18.82,116.1,0.596,0.552,92.9,0.499,0.462,71,53,55.3,14.2,11.9,9.1,27,13.62,116.5,0.581,0.551,95.5,0.493,0.458,62.5,54.6,62.1,14,7.4,9.8
915,2010,1433,1348,1,27,10.23,111.4,0.554,0.522,97.3,0.499,0.469,67.8,51.5,54.7,15.2,12.9,9.7,26,9.16,109.7,0.53,0.498,101.3,0.533,0.509,68.8,48.9,53.8,13.2,11.8,11.9
916,2010,1435,1281,1,24,15.24,109.6,0.568,0.525,98.3,0.491,0.464,69.9,50.3,50.8,16.7,8.1,12.5,23,17.39,108,0.538,0.501,92.6,0.503,0.459,71,48,56.4,15,15.3,12.3
917,2010,1437,1180,1,25,16.72,112.9,0.569,0.522,100.5,0.526,0.474,71.9,53.2,49.8,16,10.8,11.7,16,-0.03,97.8,0.484,0.449,98.1,0.502,0.45,65.1,50,54.2,15.5,9.1,9
918,2010,1441,1459,1,22,-1.24,106,0.538,0.516,98.7,0.544,0.499,70.1,50.3,50.6,16.7,13.5,9.2,26,4.43,105.4,0.531,0.495,93.4,0.498,0.463,65.1,52.2,56.8,15.5,10.6,5.8
919,2010,1451,1428,1,20,3.71,109.9,0.557,0.516,102.5,0.542,0.498,68.5,52,51,15.4,9.3,8.1,14,4.29,99.5,0.534,0.485,99.5,0.497,0.447,66.2,49.3,52.2,18,8.3,14.2
920,2010,1255,1456,0,12,-14.69,99.3,0.516,0.493,105.4,0.562,0.527,74.6,47.9,61,17.6,9.6,5.2,22,2.82,107.5,0.543,0.51,103.4,0.506,0.474,61.4,49.6,63,14.9,8.6,7.3
921,2010,1458,1181,1,24,17.84,111.3,0.548,0.514,94.4,0.505,0.468,59.8,51.3,53.1,12.5,9.4,9.5,35,25.21,115.7,0.549,0.505,91.7,0.477,0.437,66.5,54.4,52.9,13.3,10,9.8
922,2010,1216,1463,0,8,-13.77,95.6,0.492,0.468,107.5,0.558,0.518,64.9,45.1,50.9,15.5,9.3,8.5,12,-9.94,98.2,0.512,0.462,102.5,0.531,0.495,67.6,50.2,54.4,18,10.1,11
923,2010,1369,1122,0,7,-14.49,92.8,0.499,0.462,104.6,0.55,0.516,68,48.4,50.6,19.4,8.6,6.7,17,-3.85,105.2,0.552,0.513,105,0.537,0.505,67.6,49.2,54.6,17.9,8.6,8.6
924,2010,1113,1124,0,22,13.8,107.4,0.567,0.534,94.5,0.493,0.456,62.1,49.9,62,16.8,10.5,7.2,28,17.97,113.8,0.58,0.549,97,0.478,0.44,67.2,54.4,51.2,17.1,9.7,17.4
925,2010,1244,1125,0,13,-10.08,98.5,0.498,0.469,104.4,0.527,0.504,66.7,48.5,53.2,18,9.8,9.3,19,1.3,103.5,0.553,0.521,97,0.495,0.457,70.1,51.2,58.3,20,10.1,7.1
926,2010,1132,1366,1,14,-4.7,98.3,0.517,0.486,102.8,0.533,0.503,63.8,51.2,56.5,18.7,10.6,10.1,11,-12.9,91.1,0.496,0.467,95.6,0.519,0.487,64.2,51.4,53.7,21.4,11.6,7.9
927,2010,1138,1119,1,18,-2.03,104,0.531,0.493,102.3,0.548,0.512,69,51,60.1,17.1,10.9,8.8,14,-9.11,92.5,0.495,0.466,93.5,0.532,0.487,64.9,49.3,52.4,19.6,12.6,9.8
928,2010,1381,1147,0,7,-17.42,92.8,0.527,0.484,105.9,0.526,0.486,68.3,50.8,51.5,23,8.2,10.1,8,-17.16,97.3,0.529,0.485,109.8,0.587,0.548,71.9,43.9,56,18.5,10.9,5.8
929,2010,1383,1148,0,11,-13.83,91.2,0.49,0.462,98,0.536,0.498,65.2,48,56.4,20.1,12.1,9.3,12,-14.68,94.8,0.493,0.451,100.1,0.528,0.504,63.7,48.7,51,17.8,10.3,7.8
930,2010,1157,1440,1,28,-0.78,109.5,0.544,0.523,89.1,0.461,0.428,67.4,53.8,56,16,11.2,11.7,10,-19.91,103.2,0.525,0.496,112.5,0.577,0.56,85.5,42.9,47.8,14.8,12.1,9
931,2010,1158,1204,1,22,-0.81,108.2,0.559,0.537,105.8,0.518,0.494,69,43.9,46.8,14.4,8.4,10.6,9,-12.57,97.7,0.522,0.49,109.3,0.592,0.571,71.7,45.2,56.1,19.1,11.2,8.5
932,2010,1250,1162,0,22,-3.33,106.5,0.555,0.514,100.2,0.52,0.487,70,50.9,58.8,16.1,8.7,6.7,11,-11.75,92.8,0.492,0.453,100.7,0.548,0.511,64.8,50.2,47.3,19,11.5,5.9
933,2010,1169,1225,1,11,-5.81,97.1,0.511,0.463,102.6,0.538,0.489,72.6,50.5,47.7,20.1,10.2,8.8,15,-0.19,104.5,0.548,0.521,103.6,0.532,0.501,67.9,50.9,58,17.7,8.8,7.9
934,2010,1154,1172,0,16,-3.44,100.8,0.514,0.48,98.9,0.513,0.481,60.2,49.2,50.9,15.3,8.5,4.7,16,-2.26,106.2,0.544,0.506,104.3,0.546,0.496,67,52.5,62.5,17,6.7,9.6
935,2010,1178,1464,1,20,1.35,100.7,0.534,0.5,95.3,0.51,0.469,68.4,52.9,56,19.4,10.9,10.9,8,-6.41,98.5,0.508,0.467,103,0.555,0.513,67.5,49.7,56,16.9,8.9,10.4
936,2010,1398,1183,0,9,-9.57,96.5,0.51,0.477,106.3,0.573,0.54,68.5,48.1,52.9,19.5,11.4,6.5,19,-5,103.9,0.536,0.5,99.5,0.511,0.474,64.5,52,59.6,17.6,9.4,10.1
937,2010,1265,1193,0,1,-17.21,87.7,0.48,0.454,110.2,0.554,0.522,63.7,45.2,49.3,19.5,8.1,3.7,23,0.4,104.4,0.518,0.483,98.9,0.517,0.483,67,50.7,55,16.3,10.9,13.3
938,2010,1198,1197,1,7,-12.81,97.8,0.499,0.462,111,0.586,0.558,69,46.9,50.5,16.6,11.4,5.3,9,-18.8,92.6,0.492,0.457,107,0.538,0.504,68.2,46.8,45.7,19.5,8.4,6.7
939,2010,1111,1202,0,24,1.8,110,0.581,0.545,102.1,0.514,0.486,67.5,55.7,46.9,18.6,8,7.7,13,-7.01,99.7,0.525,0.477,100,0.506,0.47,68.3,50.2,51.3,18.1,7.2,12.5
940,2010,1237,1355,1,25,1.63,110.5,0.59,0.558,99.7,0.522,0.494,66.3,51.5,56.5,18.4,13.1,12.8,14,-6.05,107,0.537,0.484,105.6,0.547,0.515,68.8,50.1,48.7,14.9,8,5.4
941,2010,1247,1248,1,12,-0.28,101.8,0.521,0.488,105.8,0.525,0.494,69.1,53,54.9,18.8,9,11.7,19,-7.96,106.7,0.572,0.529,105.1,0.545,0.523,67.7,46.6,62.2,17.2,10.8,7.5
942,2010,1149,1251,0,13,-13.25,100,0.509,0.484,98.4,0.524,0.495,67.6,50.6,43.2,18,13,10.7,15,-13.22,98.4,0.53,0.491,99.3,0.508,0.484,68.6,51.4,52.7,19.7,9.6,8.1
943,2010,1273,1252,0,16,-5.05,107.3,0.559,0.521,105.8,0.529,0.495,70.7,51.6,53.3,17.8,8.5,6.2,17,-2.07,110.7,0.565,0.533,105.2,0.549,0.533,70.8,52,62.8,17.3,9.4,6.5
944,2010,1159,1263,0,10,-11.34,99.2,0.526,0.494,105,0.55,0.512,66.8,51,55.4,18.9,9.2,5.7,19,-6.53,96.8,0.509,0.469,93.4,0.486,0.454,66.2,50.5,61.1,18.5,11,9.1
945,2010,1404,1287,0,4,-17.46,90.7,0.469,0.426,108,0.564,0.528,70.7,48.9,49,18.6,10,8.6,24,3.51,107.4,0.545,0.514,95,0.533,0.494,66.2,55.8,57,18.5,13.5,10.8
946,2010,1184,1293,0,20,-2.07,113.1,0.585,0.564,106.2,0.564,0.536,63,44.6,60.8,13.7,11.3,7,31,8.69,112.4,0.586,0.556,88.8,0.477,0.436,68,54.7,56.9,18.3,14.2,14.2
